S.no.	ID	Name	Email-id	Mobile no.	Address	City	State	Sector	Website
1363	CG/2016/0101798	STATE RESOURCE CENTRE CHHATTISGARH	srcraipurcg@gmail.com	9425560952	STATE RESOURCE CENTRE [ADULT & CONTINUING EDUCATION]  DESHBANDHU COMPLEX, RAMSAGARPARA, RAIPUR (C.G.)-492001	RAIPUR		Education & Literacy,	http://www.srcraipur.com	
1364	CG/2018/0213571	steam education society durg	kovidafoundation@gmail.com	8319018733	Reg office udho ram nirmal house no 18/47 dhamdha road police thana ke pas village and post jeora ,	bhilai	CHHATTISGARH, 	Biotechnology,Children,Vocational Training,Agriculture,Environment & Forests,Information & Communication Technology,Science & Technology,Education & Literacy,Animal Husbandry, Dairying  &  Fisheries,Drinking Water,Health & Family Welfare,HIV/AIDS,Minority Issues,Nutrition,Tribal Affairs,Women's Development & Empowerment,Any Other,	http://www.steameducation.co.in	
1365	CG/2017/0177212	STEEL CAST-AID LIMITED	scal.ddugky@gmail.com	7974505418	31,COMMERCIAL COMPLEX, M.L. NEHRU NAGAR , BHILAI (C.G.) 490020	Bhilai	CHHATTISGARH, 	Education & Literacy,		
1366	CG/2019/0235291	Stutisamajevamsanskritiksansthan	stutisamajik123@gmail.com	9827110935	PHASE-1 G28 VIJYAPURAM COLONY SEEPAT ROAD SARKANDA BI;ASPUR C.G.	BILASPUR	CHHATTISGARH, 	Education & Literacy,Aged/Elderly,Environment & Forests,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
1367	CG/2018/0207432	SUDHARMA RAM SEVA SAMITI SHEKHARPUR	sbaba8702@gmail.com	9340206678	ATPOST-SHEKHARPUR,TEH.-PATHALGAON,DIST.-JASHPUR,C.G.	PATHALGAON	CHHATTISGARH, 	Children,		
1368	CG/2019/0224940	SUFAL FOUNDATION CHHATTISHGARH	tabish_czar@yahoo.co.in	9406237368	Sec-1, Kailash Kanta clinic, Avanti Vihar, Shankar Nagar, Raipur, Tahshil And Distt. Raipur (C.G.)	raipur				
1369	CG/2018/0200086	SUJANI DEVI TRUST	sujanidevitrust1@gmail.com	9425254169	15/198 BRAHMA ROAD	AMBIKAPUR	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,	HTTP://WWW.SUJANIDEVITRUST.ORG	
1370	CG/2018/0207169	SUJATA BAUDHA MAHILA KALYAN SAMITI	sangeetadahat5@gmail.com	9406419303	SANGEETA DAHAT DR AMBEDKAR MARG BEHIND GUPTA NURSING HOME RIYA NIWAS DURG	DURG	CHHATTISGARH, 	Health & Family Welfare,Human Rights,Women's Development & Empowerment,		
1371	CG/2017/0117844	Sumati Samudaik Vikas Sanstha Korba	sumatingo@gmail.com	7389140041	ward no.-15, Behind of Saraswati Shishu Mandir School, Ararmashine Korba (CG.)   Pin code-495677	Korba		Children,Human Rights,Legal Awareness & Aid,Vocational Training,Women's Development & Empowerment,		
1372	CG/2019/0241322	SUMIRAN SAMAJ SEVI SANSTHA, BALODA BAZAR	sumiranvpt@gmail.com	9039199059	SANJAY COLONY, WARD NO. 18,AT- BALODA BAZAR,DISTT. BALODA BAZAR (CG) 493332	BALODA BAZAR	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,Nutrition,Panchayati Raj,Right to Information & Advocacy,Science & Technology,Sports,Tourism,Tribal Affairs,Vocational Training,Water Resources,Women's Development & Empowerment,		
1373	CG/2019/0240245	Sumit Foundation	info@sumitfoundation.org	7415191234	A-12, Parijat Extension , Nehru Nagar, Bilaspur	Bilaspur	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Health & Family Welfare,HIV/AIDS,Science & Technology,	https://www.sumitfoundation.org	
1374	CG/2018/0217476	SUN MEGA VENTURES PVT. LTD.	amita@sunmega.in	8770899594	A-7, NEAR APOSTRICAL SCHOOL, SHAILENDRA NAGAR RAIPUR	RAIPUR	CHHATTISGARH, 	Education & Literacy,	http://sunmegaventures.com/	
1375	CG/2017/0176033	supela khawaja gareeb nawaj mahila kalyan samiti	shahana000000@gmail.com	7804883219	house no.174 ,chhingri para woard 6near nehru bhawan supela bhilai	bhilai	CHHATTISGARH, 	Women's Development & Empowerment,Any Other,		
1376	CG/2018/0202094	SURAJ SHIKSHAN SAMITI BILASPUR	surajshikshhansamiti@gmail.com	9424147364	chandan awas 5/70 rajkishor nagar bilaspur distt.bilaspur	bilaspur	CHHATTISGARH, 	Education & Literacy,		
1377	CG/2017/0119334	SURAJ VIKAS SANSTHAN	surajvikassansthaan.kgn@gmail.com	9425262704	SURAJ VIKAS SANSTHAAN,BAALGRIH,OLD COLLEGE PREMISES,NATIONAL HIGHWAY 30 NEAR SHIV MANDIR	KONDAGAON	CHHATTISGARH, 	Children,		
1378	CG/2019/0227652	SURGUJA FIZA ASSOCIATION 	fizaassociation@gmail.com	8770047507	IMLIPARA, AMBIKAPUR	ambikapur				
1379	CG/2014/0074714	Surguja Gyanodaya Association	gyanodayasurguja@gmail.com	9926191625	Surguja Gyanodaya Association Near Co-operative Bank,Bishrampur	Surajpur	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,Aged/Elderly,	http://www.surgujagyanodaya.com/	
1380	CG/2018/0198931	Surguja Idol Society For Social Work	surgujaidols@gmail.com	7898019901	Hotel Surya, Bus Stand	Ambikapur	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Legal Awareness & Aid,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Aged/Elderly,Food Processing,HIV/AIDS,Housing,Labour & Employment,New & Renewable Energy,Nutrition,Panchayati Raj,		
1381	CG/2017/0153435	SURGUJA KALYANKARI SEWA SAMITI	surguja.kalyankari@gmail.com	9617929424	GRAM POSTBALANGI ,TEHASHILWADRAFNAGAR,DISITBALRAMPUR C.G. Pin -497225	BALRAMPUR	CHHATTISGARH, 	Agriculture,Art & Culture,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,		
1382	CG/2019/0233050	Surguja Science Group Education Socity Ambikapur 	anchalambikapur@gmail.com	9165935983	Mother Teresa Work, District Mahuwapara Ambikapur, Surguja, Chhattisgarh	Ambikapur	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Rural Development & Poverty Alleviation,Urban Development & Poverty Alleviation,Women's Development & Empowerment,		
1383	CG/2019/0236513	SURGUJA SHIKHSA JYOTI SHIKSHAN SAMITI	mukeshpatel43050@gmail.com	9753327714	VILLAGE POST LAMGAON , BLOCK LUNDRA, DISTT SARGUJA CG 497101	AMBIKAPUR	CHHATTISGARH, 	Education & Literacy,		
1384	CG/2020/0249832	SURGUJA SOURYA SEVA SAMITI	afsanabegam803@gmail.com	7000328099	NEAR SAMLAYA SCHOOL, MAHAMAYA ROAD MOMINPURA	AMBIKAPUR	CHHATTISGARH, 	Rural Development & Poverty Alleviation,Children,Food Processing,Housing,Information & Communication Technology,New & Renewable Energy,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,Aged/Elderly,		
1385	CG/2017/0174146	Surpreet Chopra Heart Foundation	surpreetchopraheartfoundation@gmail.com	7987271408	H.NO. 134, SHANKAR NAGAR, DURG	DURG	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Labour & Employment,Vocational Training,Women's Development & Empowerment,		
1386	CG/2020/0250839	Surya Gramin Kalyan Shikshan Avem Prashikshan Sansthan Sapiya	suryagramink@gmail.com	9755219872	At Po Sapiya Tah Malkharoda Dist Janjgir Champa	Malkharoda	CHHATTISGARH, 	Education & Literacy,		
1387	CG/2017/0156461	Surya Samajik Jan Kalayan Samiti	suryasamajikjankalyansamiti@gmail.com	9977940007	37 sarvodaya nagar hirapur road tatibandh raipur	RAIPUR	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Vocational Training,		
1388	CG/2017/0173860	SURYODAY LOK KALYAN SAMITI JEWARTALA ROAD	vijaysahu2005@gmail.com	9755181739	VILLJEWARTALA, POST TATENGA AND TAHSILDONDI LOHARA , ZILABALOD (FORMALY DURG)	JEWARTALA	CHHATTISGARH, 	Education & Literacy,Agriculture,Art & Culture,Children,Health & Family Welfare,Human Rights,Information & Communication Technology,Minority Issues,Science & Technology,Vocational Training,Youth Affairs,		
1389	CG/2016/0106351	sutra samaj sevi sanstha	clcdurg@gmail.com	8120001122	BEHIEND OLD DURG POLICE STATION DURG distt-durg chhattisgarh 491001	durg	CHHATTISGARH, 	Agriculture,Biotechnology,Children,Education & Literacy,Environment & Forests,HIV/AIDS,Legal Awareness & Aid,Labour & Employment,Micro Small & Medium Enterprises,Panchayati Raj,Urban Development & Poverty Alleviation,		
1390	CG/2016/0102077	SUWANI SHIKSHAN SAMITI	suwanishikshans@gmail.com	9300337754	H NO - H.S.C.L. COLONY, RUABANDHA SECTOR, BHILAI NAGAR	DURG	CHHATTISGARH, 	Education & Literacy,Food Processing,Health & Family Welfare,Panchayati Raj,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
1391	CG/2020/0256714	SWA SHRI RAMANUJ SMRITI SHIKSHAN SAMITI CHHATTISGARH	pushpendraibt@gmail.com	7879055777	ward No-01,House No-11 patelpara Village- nawagaoun Post- Narayanpur Dist- Bemetara C.G.	Bemetara	CHHATTISGARH, 	Art & Culture,Drinking Water,Education & Literacy,Health & Family Welfare,Labour & Employment,Micro Small & Medium Enterprises,New & Renewable Energy,Panchayati Raj,Tribal Affairs,Vocational Training,Women's Development & Empowerment,Youth Affairs,		
1392	CG/2020/0271784	Swabhiman Foundation	swabhimanf@gmail.com	9009406909	Swabhiman Foundation 1/1144 Ramkund, Near Binni Sonkar School, Raipur Raipur Chhattisgarh	Raipur	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Children,Education & Literacy,Health & Family Welfare,Micro Small & Medium Enterprises,Rural Development & Poverty Alleviation,		
1393	CG/2018/0206514	SWAMI BHAJANANAND VANVASI SEWA TRUST	ajaygarg1116@gmail.com	9993250315	Sumanglam, Near Shahid Chowk, Tilak Nagar, Bilaspur, Chhattisgarh.	Bilaspur				
1394	CG/2016/0109821	Swami Vivekananda Gramin Vikas Samiti	svgvs1982@gmail.com	9826955542	Swami Vivekananda Gramin Vikas Samiti, Barbanda , Via- Mandhar Dist- RAIPUR (C.G.)PIN-493111,	Raipur	CHHATTISGARH, 	Tourism,Education & Literacy,Health & Family Welfare,Information & Communication Technology,Rural Development & Poverty Alleviation,		
1395	CG/2017/0151254	swamy atmanand shikshan samiti	anc1337@gmail.com	7772902245	house no 24/130 NPN Nehru nagar Bhilai	Bhilai 	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Education & Literacy,Environment & Forests,Nutrition,	https://www.swamyatmanand.com	
1396	CG/2017/0178702	SWARAJ DEVELOPMENT FOUNDATION	jaibhavani33@gmail.com	9407708973	MOTHER TERESA WARD SHANTI NAGARDINDAYAL AWASYA COLONYBLOCK -IIFLAT-15 JAGDALPUR DIST- BASTAR 494001	JAGDALPUR	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Education & Literacy,Panchayati Raj,Rural Development & Poverty Alleviation,		
1397	CG/2020/0261396	SWARGIY DEVIDAYAL SAHU SHIKSHAN SAMITI NAVGANVA	jitendrakumarsahu1973@gmail.com	9630741992	BEHIND NE CG GRAMIN BANK NAILA ROAD PAHARIYA	JANJGIR	CHHATTISGARH, 	Education & Literacy,Education & Literacy,Education & Literacy,		
1398	CG/2020/0250509	Swargiya Pandulal Rathore Ji Shikshan Awam Prashikshan Sansthan Halahuli	svnhss.halahuli@gmail.com	9977876708	At Po Halahuli Tah Kharsia Dist Raigarh Chhattisgarh	Kharsia	CHHATTISGARH, 	Education & Literacy,Agriculture,		
1399	CG/2017/0177463	SWARNIM SANSTHAN	swarnim9999@rediffmail.com	9294690171	SAMATA NAGAR KOLANPARA GAURELA TAHSIL PENDRAROAD DISTRICT BILASPUR CHHATTISGARH PIN CODE 495117	PENDREROAD	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Information & Communication Technology,Labour & Employment,Legal Awareness & Aid,Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Right to Information & Advocacy,Rural Development & Poverty Alleviation,		
1400	CG/2017/0150635	SWAYAM KO SAMARPIT ARPAN VIKAS SAMITI	nshanta0@gmail.com	7587366167	STREET 36, QUARTER 37/A, SECTOR 4	BHILAI				
1401	CG/2016/0097010	Swikriti seva samiti	swikritiseva1940@gmail.com	9165509990	nagri near govt hospital dhamtari road nagri  distt dhamri 493778	Nagri	CHHATTISGARH, 	Micro Small & Medium Enterprises,Panchayati Raj,Women's Development & Empowerment,Children,Right to Information & Advocacy,		
1402	CG/2019/0231546	Takiyapara Anjuman Foundation	tanjufoundation@gmail.com	7879757532	House of Sayed Saif, H.No.-77, Taikayapara, Masjid Road, Ward No.-08, Durg, Chhattisgarh	Durg				
1403	CG/2018/0193642	Tanishka Welfare Society	tanishkawelfaresociety@gmail.com	8889955355	Ward no 8, Pariyojna Colony road, Dhaura Tikra, Baikunthpur, Distt. Koriya, C.G. 497335	Baikutnhpur	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Biotechnology,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Information & Communication Technology,Rural Development & Poverty Alleviation,Tribal Affairs,Women's Development & Empowerment,		
1404	CG/2017/0163943	Tanishq Exports Private Limited	sonalrungta@gmail.com	9229155518	Rungta Bhawan, Ganjpara, Durg, Chhattisgarh	Durg	CHHATTISGARH, 	Education & Literacy,Vocational Training,Any Other,	http://www.tanishqexports.com	
1405	CG/2017/0177741	tapasya samajik kalyan samiti9981846746	tapasyacg@gmail.com	9981846746	149/1, Sanjay nagar, Dharmaji nagdaune Colony, Talapara, Bilaspur	Bilaspur	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,		
1406	CG/2017/0154020	TAPASYA SAMAJIK SEWA SANSTHAN CHHATTISGARH	cgtapasya@gmail.com	9926709305	S2D/26, Sec.-3, Road No.-3, Professor Colony, Raipur,(C.G.) 492001	Raipur	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Children,Civic Issues,Disaster Management,Education & Literacy,Aged/Elderly,Environment & Forests,Legal Awareness & Aid,Women's Development & Empowerment,	http://www.tapasyawelfare.org/	
1407	CG/2017/0150520	TARADEVISHIKSHANSAMITI	vimal.excellent@yahoo.in	9302436736	Shri Ramkrishina Vidyalay Parisar, Mangal Bazar, Near Vivekakand Ashram G.E. Road Raipur	Raipur	CHHATTISGARH, 	Vocational Training,		
1408	CG/2019/0246131	Taru Foundation	nitin.dewangan@tarufoundation.com	7067194742	MIG-1-100 sada colony jamnipali korba west chhattisgarh	korba	CHHATTISGARH, 	Education & Literacy,	https://tarufoundation.com	
1409	CG/2017/0180694	task shikshan samiti	rajanglophilic361@gmail.com	9826764354	TRIPATHI COMPLEX NEW BUS STAND BEMETRA CHHATTISGARH	BEMETRA	CHHATTISGARH, 	Agriculture,Education & Literacy,Information & Communication Technology,Labour & Employment,Urban Development & Poverty Alleviation,Vocational Training,		
1410	CG/2019/0224769	TATTVA CARE FOUNDATION	tiwaribimlendra@yahoo.in	9752698602	Block-13/601, Ashoka Ratan, Khamardih Raipur (C.G.) 492001	RAIPUR	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Differently Abled,Education & Literacy,Health & Family Welfare,Women's Development & Empowerment,		
1411	CG/2018/0219852	TEJASWINI SEVA PRATISTHAN	bspamnani6@gmail.com	9827190665	RAGHUVEER KRIPA, TIKRAPARA RAMDAS NAGAR, BILASPUR CHHATTISGARH 495001	BILASPUR				
1412	CG/2018/0181957	TENDER CARE WELFARE SOCIETY	psjamesram@gmail.com	9826111853	DAK BANGLOW WARD,DHAMTARI,CHHATTISGARH	Dhamtari	CHHATTISGARH, 	Art & Culture,Differently Abled,Education & Literacy,Aged/Elderly,Health & Family Welfare,Human Rights,Information & Communication Technology,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,		
1413	CG/2018/0182296	THE BASTAR WELFARE FOUNDATION JAGDALPUR	bwfbastar@gmail.com	9406337842	LOKMANYA TILAK WARD NO. 37 JAGDALPUR BASTAR (C.G.)	Jagdalpur				
1414	CG/2018/0198346	THE CALCUTTA ORTHODOX DIOCESAN COUNCIL	calcuttadiocese@gmail.com	9755110040	DIOCESE OF CALCUTTA ST THOMAS ASHRAM, KAILASH NAGAR, I.E P.O,BHILAI, DIST. DURG (C.G) 490026	BHILAI	CHHATTISGARH, 	Any Other,		
1415	CG/2018/0183398	THE CATHOLIC DIOCESE OF JAGDALPUR	jagdalpurbishop@gmail.com	9669903333	Catholic Church,Lalbagh, Jagdalpur, Bastar-Dt,Chhattisgarh-494001	Jagdalpur	CHHATTISGARH, 	Children,Education & Literacy,Aged/Elderly,Health & Family Welfare,Rural Development & Poverty Alleviation,Vocational Training,Women's Development & Empowerment,Youth Affairs,Any Other,		
1416	CG/2016/0106258	THE CHRISTIAN FELLOWSHIP	cfshore@gmail.com	9827186765	CHRISTAIN FELLOWSHIP, CHRISTIAN FELLOWSHIP HOSPITAL CAMPUS, GE ROAD, CHANDMARI, RAJNANDGAON (CG) - 491441	RAJNANDGAON	CHHATTISGARH, 	Education & Literacy,Health & Family Welfare,Micro Finance (SHGs),Nutrition,Rural Development & Poverty Alleviation,Vocational Training,Any Other,	http://www.cfshore.org	
1417	CG/2018/0209265	THE CONGRIGATION OF THE FRANCISCAN SISTERS OF THE IMMACULATE HEART OF MARY	nirmalaschoolkorba2018@gmail.com	8085854690	C/O SNEH NIVAS ,NIRMALA ENG HR SEC SCHOOL KOSABADI, KORBA	KORBA	BIHAR, CHHATTISGARH, DELHI, KERALA, 	Education & Literacy,Aged/Elderly,Health & Family Welfare,Any Other,		
1418	CG/2018/0216136	THE EASTERN REGIONAL BOARD OF HEALTH SERVICES SOCIETY	milindgude@gmail.com	9424242851	C/o Evangelical Mission Hospital, At.Tilda, P.O.Neora, Distt.Raipur493114, Chattisgarh	TILDA NEORA	CHHATTISGARH, 	Health & Family Welfare,Education & Literacy,		
1419	CG/2018/0219123	THE HUMAN WELFARE FELLOWSHIP SOCIETY 	ksvsoni@gmail.com	9827486884	MANOOLIPARA CHHURA	CHHURA				
1420	CG/2020/0270754	THE JUNGLE EDUCATION CULTURE AND SPORTS DEVELOPMENT SOCIETY	info.jecsds@gmail.com	7354069955	C/O Salil Mitra, D.A-14, Chandela Vihar, Near Priyadarshini Colony,	Bilaspur	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Civic Issues,Differently Abled,Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,Housing,Labour & Employment,Minority Issues,New & Renewable Energy,Nutrition,Rural Development & Poverty Alleviation,Science & Technology,Sports,Tourism,Tribal Affairs,Women's Development & Empowerment,Youth Affairs,Any Other,	https://www.jecsds.org	
1421	CG/2018/0186208	The Leprosy Mission - Chandkhuri Leprosy Hospital and Home	chandkhuri@leprosymission.in	9752908922	The Leprosy Mission Hospital P. O. Baitalpur	Baitalpur	CHHATTISGARH, 	Health & Family Welfare,	http://tlmchandkhuri.in/	
1422	CG/2018/0186205	The Leprosy Mission Champa	champa@leprosymission.in	9425228122	The Leprosy Mission Bethesda Hospital P. O. Champa	Champa	CHHATTISGARH, 	Health & Family Welfare,Vocational Training,	http://tlmchampa.in/	
1423	CG/2019/0241571	THE PROUD FOUNDATIONE CHHATTISHGARH	devsahu3899@yahoo.com	9098823899	H.NO. 06, WARD NO. 01, SADAK PARA, VILLCHHIRRA , PO.TUNDRI, BLOCK TEH.BILAIGARH, DISTTBALODABAZARBHATAPARA (C.G.)	BALODA BAZAR	CHHATTISGARH, 	Education & Literacy,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Vocational Training,		
1424	CG/2017/0167111	THE REDEEMER	juhisenapati@gmail.com	8827305555	House No. K5, Sanjeevani Cancer Hospital Lane, Dawada Colony, Pachpedi Naka	Raipur	CHHATTISGARH, 	Education & Literacy,		
1425	CG/2020/0261769	THE ROOT FOUNDATION 	prashantsraghuvanshi@gmail.com	9229623456	533 priyadarshani nagar raipur (c.g.)	raipur 	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,		
1426	CG/2018/0214741	The Society Of Cenacle Sisters Of Bilaspur	lauramaria11286@gmail.com	9713294037	Cenacle Ashram Dheka Darrighat PO PB No2 Bilaspur	Bilaspur				
1427	CG/2018/0208361	THE SOCIETY OF SISTERS OFST.ANNE OF PROVIDENCE INM P	stannsgirlshostelduldula@gmail.com	8120970855	DULDULA	DULDULA				
1428	CG/2020/0259479	THE TIME FOUNDATION CHHATTISGARH	thetimefoun@gmail.com	9425558408	SHRI MANISH TAMBOLI WARD NO 17 KAVARDHA	KAVARDHA				
1429	CG/2018/0185504	THE VIDYA PROTSAHAN SANGH	kuldeeppallotti@gmail.com	8305196300	APOSTOLIC SCHOOL, RAIPUR, CHHATISGARH	RAIPUR	CHHATTISGARH, 	Education & Literacy,Information & Communication Technology,Urban Development & Poverty Alleviation,Any Other,		
1430	CG/2020/0250920	THE VISION FOUNDATION CHHATTISGARH	tvfchhatisgarh@gmail.com	9926917321	Dibya Kishor Nial, Behaind Gurukul Complex, Kalibadi, Nagdhi Nagar, Ward No-41, Raipur-492001	Raipur	CHHATTISGARH, 	Agriculture,Art & Culture,Education & Literacy,Environment & Forests,Information & Communication Technology,Legal Awareness & Aid,Micro Small & Medium Enterprises,Sports,Vocational Training,Women's Development & Empowerment,		
1431	CG/2020/0256028	THE WISDOM TREE FOUNDATION	thewisdomtree2020@gmail.com	9685045007	RAMA LIFE CITY A-12 SAKARI BILASPUR (C.G.)	BILASPUR	CHHATTISGARH, 	Children,Education & Literacy,Women's Development & Empowerment,Youth Affairs,Any Other,		
1432	CG/2019/0237449	Thenew.Beginning&22	tnbf.cg@gmail.com	9826109979	F 5PWD Collony Katora Talab Raipur	Raipur	CHHATTISGARH, 	Agriculture,Animal Husbandry, Dairying  &  Fisheries,Art & Culture,Biotechnology,Children,Civic Issues,Dalit Upliftment,Differently Abled,Disaster Management,Drinking Water,Education & Literacy,Aged/Elderly,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Labour & Employment,Land Resources,Legal Awareness & Aid,Micro Finance (SHGs),Micro Small & Medium Enterprises,Minority Issues,New & Renewable Energy,Nutrition,Panchayati Raj,Prisoner's Issues,Right to Information & Advocacy,Rural Development & Poverty Alleviation,Science & Technology,Scientific & Industrial Research,Sports,Tourism,Tribal Affairs,Urban Development & Poverty Alleviation,Vocational Training,Water Resources,Women's Development & Empowerment,	http://tnbf.in/	
1433	CG/2018/0221077	TIKRAPARA JAN KALYAN SAMITI	tikraparajankalyansamiti@gmail.com	9685699221	HOUSE NO. 57, R.D.A. COLONY, TIKRAPARA	RAIPUR	CHHATTISGARH, 	Any Other,		
1434	CG/2018/0191850	Tirthankar Mahaveer Education And Walfare Society	tmerjn@gmail.com	9589039796	VE-133 Poonam Colony Rajnandgaon	Rajnandgaon	CHHATTISGARH, 	Education & Literacy,Environment & Forests,Drinking Water,Health & Family Welfare,Information & Communication Technology,Micro Small & Medium Enterprises,Sports,Vocational Training,Women's Development & Empowerment,	Https://www.thirthankarvsp.com	
1435	CG/2018/0206561	Toppers Educational society	topperssociety@gmail.com	9826662233	Toppers Educational SocietyNehru Nagar Gurudatta colony Raipur	Raipur	CHHATTISGARH, 	Drinking Water,Education & Literacy,Environment & Forests,Health & Family Welfare,New & Renewable Energy,Tourism,	http://www.topperssociety.org	
1436	CG/2016/0101556	TRAPTI MAHILA EVAM BAL KALYAN SHIKSHA SAMITI	traptimbks@gmail.com	9300310740	C/O MS SUMITRA NAGESH, ANDHERI CHOWK, NEW MARKET, BACHELI, DISTT. DANTEWADA	BACHELI	CHHATTISGARH, 	Animal Husbandry, Dairying  &  Fisheries,Aged/Elderly,Agriculture,Art & Culture,Biotechnology,Children,Civic Issues,Differently Abled,Disaster Management,Dalit Upliftment,Drinking Water,Education & Literacy,Environment & Forests,Food Processing,Health & Family Welfare,HIV/AIDS,Housing,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Land Resources,Micro Finance (SHGs),Minority Issues,Micro Small & Medium Enterprises,		
1437	CG/2018/0219508	TRIBAL EDUCATIONAL AGRICULTURAL AND MEDICAL SOCIETY 	bspamnani3@gmail.com	9993193882	SURYAPARA P.O SITAPUR, DIST: SARGUJA (C.G.)	SURYAPARA				
1438	CG/2009/0017039	TRIBES RURAL INCLUDING WOMEN AND EDUCATION	madhu.triwe2001@gmail.com	9425259262	Above PNB ATM,Infront of Ganpati Bikaner, Cuircuit House Road , Jagdalpur 494001 , DistrictBASTAR, C.G.	Jagdalpur	CHHATTISGARH, 	Agriculture,Art & Culture,Children,Education & Literacy,Environment & Forests,Health & Family Welfare,Human Rights,Information & Communication Technology,Legal Awareness & Aid,Labour & Employment,Micro Finance (SHGs),Panchayati Raj,Tribal Affairs,Tourism,Water Resources,Women's Development & Empowerment,Youth Affairs,Minority Issues,		
1439	CG/2019/0224058	TRIMURTY EDUCATIONAL SOCIETY 	ramashanker036@gmail.com	7224912109	Trivedi Bhawan Patharia, Road Sargaon, Thasilpatharia, Dist- Mungeli ( C.G.)	mungeli	CHHATTISGARH, 			
1440	CG/2018/0192639	tripti mahila swa sahayata samuh	triptimahila001@gmail.com	9669061202	NEW BUS STAND ROAD , GANDHI NAGAR WARD , INFORNT OF NAGAR NIGAM OFFICE JAGDALPUR	JAGDALPUR				
